deploy|/dɪˈplɔɪ/|部署|v
normal change|/ˈnɔːml tʃeɪndʒ/|常规变更|n
change freeze|/tʃeɪndʒ friːz/|变更冻结|n
release train|/rɪˈliːs treɪn/|发布列车|n
cutover|/ˈkʌtəʊvə/|切换上线|n
backout|/ˈbækaʊt/|退出回退|n
smoke after release|/sməʊk ˈɑːftə rɪˈliːs/|发布后冒烟|n
health check job|/helθ tʃek dʒɒb/|健康检查任务|n
synthetic monitor|/sɪnˈθetɪk ˈmɒnɪtə/|模拟拨测|n
real-user monitor|/rɪəl ˈjuːzə ˈmɒnɪtə/|真实用户监测|n
APM|/ˌeɪ piː ˈem/|应用性能监控|acr
trace ID|/treɪs aɪ ˈdiː/|追踪编号|n
span|/spæn/|调用片段|n
correlation ID|/ˌkɒrəˈleɪʃn aɪ ˈdiː/|关联编号|n
request ID|/rɪˈkwest aɪ ˈdiː/|请求编号|n
error budget|/ˈerə ˈbʌdʒɪt/|错误预算|n
SLO|/ˌes el ˈəʊ/|服务水平目标|acr
SLI|/ˌes el ˈaɪ/|服务水平指标|acr
error rate|/ˈerə reɪt/|错误率|n
success rate|/səkˈses reɪt/|成功率|n
p95 latency|/piː naɪnti faɪv ˈleɪtənsi/|百分之九十五延迟|n
p99 latency|/piː naɪnti naɪn ˈleɪtənsi/|百分之九十九延迟|n
cold start|/kəʊld stɑːt/|冷启动|n
warm start|/wɔːm stɑːt/|热启动|n
connection leak|/kəˈnekʃn liːk/|连接泄漏|n
thread dump|/θred dʌmp/|线程转储|n
heap dump|/hiːp dʌmp/|堆转储|n
garbage collection|/ˈɡɑːbɪdʒ kəˈlekʃn/|垃圾回收|n
out of memory|/aʊt əv ˈmeməri/|内存耗尽|n
CPU saturation|/ˌsiː piː ˈjuː ˌsætʃəˈreɪʃn/|处理器打满|n
disk full|/dɪsk fʊl/|磁盘已满|n
inode|/ˈaɪnəʊd/|文件节点|n
file handle|/faɪl ˈhændl/|文件句柄|n
port conflict|/pɔːt ˈkɒnflɪkt/|端口冲突|n
listen port|/ˈlɪsn pɔːt/|监听端口|n
open port|/ˈəʊpən pɔːt/|开放端口|n
closed port|/kləʊzd pɔːt/|关闭端口|n
firewall rule|/ˈfaɪəwɔːl ruːl/|防火墙规则|n
NAT|/næt/|网络地址转换|acr
port forward|/pɔːt ˈfɔːwəd/|端口转发|n
DMZ|/ˌdiː em ˈzed/|隔离区|acr
intranet|/ˈɪntrənet/|内网|n
extranet|/ˈekstrənet/|外联网|n
internet breakout|/ˈɪntənet ˈbreɪkaʊt/|上网出口|n
proxy bypass|/ˈprɒksi ˈbaɪpɑːs/|绕过代理|n
PAC file|/pæk faɪl/|代理自动配置|n
DNS cache|/ˌdiː en ˈes kæʃ/|域名缓存|n
flush DNS|/flʌʃ ˌdiː en ˈes/|刷新域名缓存|v
hosts file|/həʊsts faɪl/|主机映射文件|n
CNAME|/ˈsiːneɪm/|别名记录|acr
A record|/eɪ ˈrekɔːd/|地址记录|n
MX record|/em eks ˈrekɔːd/|邮件交换记录|n
TTL|/ˌtiː tiː ˈel/|生存时间|acr
DHCP reservation|/ˌdiː eɪtʃ siː ˈpiː ˌrezəˈveɪʃn/|地址保留|n
static IP|/ˈstætɪk aɪ ˈpiː/|静态地址|n
dynamic IP|/daɪˈnæmɪk aɪ ˈpiː/|动态地址|n
link down|/lɪŋk daʊn/|链路断开|n
link up|/lɪŋk ʌp/|链路恢复|n
duplex mismatch|/ˈdjuːpleks ˈmɪsmætʃ/|双工不匹配|n
speed mismatch|/spiːd ˈmɪsmætʃ/|速率不匹配|n
CRC error|/ˌsiː ɑː ˈsiː ˈerə/|校验错误|n
broadcast storm|/ˈbrɔːdkɑːst stɔːm/|广播风暴|n
loop|/luːp/|环路|n
spanning tree|/ˈspænɪŋ triː/|生成树|n
trunk|/trʌŋk/|中继链路|n
access port|/ˈækses pɔːt/|接入端口|n
uplink|/ˈʌplɪŋk/|上联口|n
core switch|/kɔː swɪtʃ/|核心交换机|n
distribution switch|/ˌdɪstrɪˈbjuːʃn swɪtʃ/|汇聚交换机|n
access switch|/ˈækses swɪtʃ/|接入交换机|n
stack|/stæk/|交换机堆叠|n
power supply|/ˈpaʊə səˈplaɪ/|电源模块|n
UPS|/ˌjuː piː ˈes/|不间断电源|acr
PDU|/ˌpiː diː ˈjuː/|电源分配单元|acr
generator|/ˈdʒenəreɪtə/|发电机|n
cooling|/ˈkuːlɪŋ/|机房制冷|n
CRAC|/kræk/|机房空调|acr
raised floor|/reɪzd flɔː/|架空地板|n
rack|/ræk/|机柜|n
U space|/juː speɪs/|机柜高度单位|n
KVM|/ˌkeɪ viː ˈem/|键盘视频鼠标切换|acr
console cable|/ˈkɒnsəʊl ˈkeɪbl/|控制台线|n
serial console|/ˈsɪəriəl ˈkɒnsəʊl/|串口控制台|n
IPMI|/ˌaɪ piː em ˈaɪ/|服务器底板管理|acr
iLO|/ˈaɪləʊ/|远程管理口|acr
iDRAC|/ˈaɪdræk/|远程管理卡|acr
BMC|/ˌbiː em ˈsiː/|基板管理控制器|acr
firmware update|/ˈfɜːmweə ˌʌpˈdeɪt/|固件更新|n
BIOS update|/ˈbaɪɒs ˌʌpˈdeɪt/|主板固件更新|n
driver pack|/ˈdraɪvə pæk/|驱动包|n
image|/ˈɪmɪdʒ/|系统镜像|n
golden image|/ˈɡəʊldən ˈɪmɪdʒ/|标准镜像|n
PXE boot|/pɪksi buːt/|网络启动|n
MDT|/ˌem diː ˈtiː/|批量部署工具|acr
SCCM|/ˌes siː siː ˈem/|系统中心配置管理|acr
Intune|/ˈɪntjuːn/|云端设备管理|n
MDM|/ˌem diː ˈem/|移动设备管理|acr
BYOD|/ˌbiː waɪ əʊ ˈdiː/|自带设备|acr
mobile device|/ˈməʊbaɪl dɪˈvaɪs/|移动设备|n
tablet|/ˈtæblɪt/|平板|n
smartphone|/ˈsmɑːtfəʊn/|智能手机|n
pager|/ˈpeɪdʒə/|传呼机|n
VoIP|/vɔɪp/|网络电话|acr
SIP|/sɪp/|会话启动协议|acr
PBX|/ˌpiː biː ˈeks/|程控交换机|acr
softphone|/ˈsɒftfəʊn/|软电话|n
call recording|/kɔːl rɪˈkɔːdɪŋ/|通话录音|n
IVR|/ˌaɪ viː ˈɑː/|语音导航|acr
ACD|/ˌeɪ siː ˈdiː/|自动呼叫分配|acr
queue wait|/kjuː weɪt/|排队等待|n
call drop|/kɔːl drɒp/|通话中断|n
codec|/ˈkəʊdek/|编解码|n
jitter buffer|/ˈdʒɪtə ˈbʌfə/|抖动缓冲|n
QoS|/ˌkjuː əʊ ˈes/|服务质量|acr
DSCP|/ˌdiː es siː ˈpiː/|差分服务标记|acr
traffic shaping|/ˈtræfɪk ˈʃeɪpɪŋ/|流量整形|n
bandwidth cap|/ˈbændwɪdθ kæp/|带宽上限|n
WAN|/wæn/|广域网|acr
LAN|/læn/|局域网|acr
MAN|/mæn/|城域网|acr
MPLS|/ˌem piː el ˈes/|多协议标签交换|acr
SD-WAN|/ˌes diː ˈwæn/|软件定义广域网|acr
dark fiber|/dɑːk ˈfaɪbə/|裸光纤|n
last mile|/lɑːst maɪl/|最后一公里|n
circuit ID|/ˈsɜːkɪt aɪ ˈdiː/|专线编号|n
carrier|/ˈkæriə/|运营商|n
BGP|/ˌbiː dʒiː ˈpiː/|边界网关协议|acr
OSPF|/ˌəʊ es piː ˈef/|开放最短路径优先|acr
static route|/ˈstætɪk ruːt/|静态路由|n
default route|/dɪˈfɔːlt ruːt/|默认路由|n
routing table|/ˈruːtɪŋ ˈteɪbl/|路由表|n
ARP|/ɑːp/|地址解析协议|acr
ICMP|/ˌaɪ siː em ˈpiː/|网络控制消息|acr
TCP|/ˌtiː siː ˈpiː/|传输控制协议|acr
UDP|/ˌjuː diː ˈpiː/|用户数据报协议|acr
TLS|/ˌtiː el ˈes/|传输层安全|acr
HTTPS|/ˌeɪtʃ tiː tiː piː ˈes/|加密网页协议|acr
HTTP|/ˌeɪtʃ tiː tiː ˈpiː/|网页协议|acr
FTP|/ˌef tiː ˈpiː/|文件传输协议|acr
SFTP|/ˌes ef tiː ˈpiː/|安全文件传输|acr
SMB|/ˌes em ˈbiː/|文件共享协议|acr
NFS|/ˌen ef ˈes/|网络文件系统|acr
CIFS|/sɪfs/|通用互联网文件系统|acr
RDP|/ˌɑːr diː ˈpiː/|远程桌面协议|acr
SSH|/ˌes es ˈeɪtʃ/|安全外壳协议|acr
Telnet|/ˈtelnet/|远程终端协议|n
SNMP|/ˌes en em ˈpiː/|简单网络管理|acr
Syslog server|/ˈsɪslɒɡ ˈsɜːvə/|日志服务器|n
NTP server|/ˌen tiː ˈpiː ˈsɜːvə/|时间服务器|n
time drift|/taɪm drɪft/|时间漂移|n
clock skew|/klɒk skjuː/|时钟偏差|n
Kerberos|/ˈkɜːbərəs/|票据认证|n
NTLM|/ˌen tiː el ˈem/|Windows认证|acr
token cache|/ˈtəʊkən kæʃ/|令牌缓存|n
ticket-granting|/ˈtɪkɪt ˈɡrɑːntɪŋ/|票据授予|n
service principal|/ˈsɜːvɪs ˈprɪnsəpl/|服务主体|n
SPN|/ˌes piː ˈen/|服务主体名称|acr
GPO|/ˌdʒiː piː ˈəʊ/|组策略对象|acr
OU|/ˌəʊ ˈjuː/|组织单元|acr
security group|/sɪˈkjʊərəti ɡruːp/|安全组|n
distribution group|/ˌdɪstrɪˈbjuːʃn ɡruːp/|通讯组|n
nested group|/ˈnestɪd ɡruːp/|嵌套组|n
group membership|/ɡruːp ˈmembəʃɪp/|组成员关系|n
sid|/sɪd/|安全标识|n
GUID|/ɡuːɪd/|全局唯一标识|acr
UPN|/ˌjuː piː ˈen/|用户主体名称|acr
sAMAccountName|/sæm əˈkaʊnt neɪm/|登录名|n
password hash|/ˈpɑːswɜːd hæʃ/|密码哈希|n
salt|/sɔːlt/|加盐|n
hash|/hæʃ/|哈希|n
encryption key|/ɪnˈkrɪpʃn kiː/|加密密钥|n
public key|/ˈpʌblɪk kiː/|公钥|n
private key|/ˈpraɪvət kiː/|私钥|n
certificate chain|/səˈtɪfɪkət tʃeɪn/|证书链|n
intermediate CA|/ˌɪntəˈmiːdiət siː eɪ/|中间证书机构|n
root CA|/ruːt siː eɪ/|根证书机构|n
CSR|/ˌsiː es ˈɑː/|证书申请|acr
SAN name|/sæn neɪm/|证书备用名|n
certificate store|/səˈtɪfɪkət stɔː/|证书存储|n
trusted root|/ˈtrʌstɪd ruːt/|受信任根|n
untrusted cert|/ʌnˈtrʌstɪd sɜːt/|不受信任证书|n
expired cert|/ɪkˈspaɪəd sɜːt/|过期证书|n
revoked cert|/rɪˈvəʊkt sɜːt/|已吊销证书|n
OCSP staple|/ˌəʊ siː es ˈpiː ˈsteɪpl/|证书装订|n
HSTS|/ˌeɪtʃ tiː es ˈtiː/|强制加密传输|acr
cipher suite|/ˈsaɪfə swiːt/|加密套件|n
deprecated TLS|/ˈdeprəkeɪtɪd ˌtiː el ˈes/|过时加密|n
weak cipher|/wiːk ˈsaɪfə/|弱加密|n
perfect forward secrecy|/ˈpɜːfɪkt ˈfɔːwəd ˈsiːkrəsi/|前向保密|n
key exchange|/kiː ɪksˈtʃeɪndʒ/|密钥交换|n
session key|/ˈseʃn kiː/|会话密钥|n
token expiry|/ˈtəʊkən ɪkˈspaɪəri/|令牌到期|n
refresh token|/rɪˈfreʃ ˈtəʊkən/|刷新令牌|n
access token|/ˈækses ˈtəʊkən/|访问令牌|n
ID token|/aɪ ˈdiː ˈtəʊkən/|身份令牌|n
JWT|/ˌdʒeɪ ˈdʌbljuː ˈtiː/|JSON令牌|acr
bearer token|/ˈbeərə ˈtəʊkən/|持有者令牌|n
API gateway|/ˌeɪ piː ˈaɪ ˈɡeɪtweɪ/|接口网关|n
rate limiting|/reɪt ˈlɪmɪtɪŋ/|限流控制|n
API quota|/ˌeɪ piː ˈaɪ ˈkwəʊtə/|接口配额|n
API version|/ˌeɪ piː ˈaɪ ˈvɜːʃn/|接口版本|n
breaking change|/ˈbreɪkɪŋ tʃeɪndʒ/|破坏性变更|n
backward compatible|/ˈbækwəd kəmˈpætəbl/|向后兼容|adj
deprecation|/ˌdeprəˈkeɪʃn/|即将废弃|n
sunset date|/ˈsʌnset deɪt/|下线日期|n
feature toggle|/ˈfiːtʃə ˈtɒɡl/|功能开关|n
dark launch|/dɑːk lɔːntʃ/|暗发布|n
canary host|/ˈkænəri həʊst/|金丝雀主机|n
blue environment|/bluː ɪnˈvaɪrənmənt/|蓝色环境|n
green environment|/ɡriːn ɪnˈvaɪrənmənt/|绿色环境|n
traffic shift|/ˈtræfɪk ʃɪft/|流量切换|n
weighted routing|/ˈweɪtɪd ˈruːtɪŋ/|加权路由|n
health probe|/helθ prəʊb/|健康探测|n
unhealthy node|/ʌnˈhelθi nəʊd/|不健康节点|n
drain node|/dreɪn nəʊd/|排空节点|v
cordon|/ˈkɔːdn/|封锁节点|v
pod|/pɒd/|容器组|n
namespace|/ˈneɪmspeɪs/|命名空间|n
ingress|/ˈɪŋɡres/|入口路由|n
egress|/ˈiːɡres/|出口流量|n
sidecar|/ˈsaɪdkɑː/|边车容器|n
service mesh|/ˈsɜːvɪs meʃ/|服务网格|n
config map|/kənˈfɪɡ mæp/|配置映射|n
secret|/ˈsiːkrɪt/|密文对象|n
volume mount|/ˈvɒljuːm maʊnt/|卷挂载|n
persistent volume|/pəˈsɪstənt ˈvɒljuːm/|持久卷|n
storage class|/ˈstɔːrɪdʒ klɑːs/|存储类|n
node pool|/nəʊd puːl/|节点池|n
cluster|/ˈklʌstə/|集群|n
control plane|/kənˈtrəʊl pleɪn/|控制平面|n
worker node|/ˈwɜːkə nəʊd/|工作节点|n
etcd|/ˈetsidiː/|集群键值库|n
scheduler|/ˈʃedjuːlə/|调度器|n
kubelet|/ˈkjuːbəlet/|节点代理|n
container runtime|/kənˈteɪnə ˈrʌntaɪm/|容器运行时|n
image pull|/ˈɪmɪdʒ pʊl/|拉取镜像|n
image registry|/ˈɪmɪdʒ ˈredʒɪstri/|镜像仓库|n
image tag|/ˈɪmɪdʒ tæɡ/|镜像标签|n
digest|/ˈdaɪdʒest/|镜像摘要|n
vulnerability CVE|/ˌvʌlnərəˈbɪləti ˌsiː viː ˈiː/|镜像漏洞编号|n
base image|/beɪs ˈɪmɪdʒ/|基础镜像|n
distroless|/ˈdɪstrəʊləs/|精简镜像|n
rootless|/ˈruːtləs/|非特权运行|adj
read-only root|/riːd ˈəʊnli ruːt/|只读根文件系统|n
seccomp|/ˈsekkɒmp/|系统调用过滤|n
AppArmor|/ˈæpəmɔː/|应用防护|n
SELinux|/ˌes iː ˈlɪnəks/|强制访问控制|n
capabilities|/ˌkeɪpəˈbɪlətiz/|权限能力|n
sysctl|/ˈsɪskəntəʊl/|内核参数|n
kernel panic|/ˈkɜːnl ˈpænɪk/|内核崩溃|n
oops|/uːps/|内核异常|n
watchdog|/ˈwɒtʃdɒɡ/|看门狗|n
kdump|/ˈkeɪdʌmp/|内核转储|n
core pattern|/kɔː ˈpætn/|转储路径|n
ulimit|/ˈjuːlɪmɪt/|资源上限|n
nice value|/naɪs ˈvæljuː/|进程优先级|n
process ID|/ˈprəʊses aɪ ˈdiː/|进程号|n
parent process|/ˈpeərənt ˈprəʊses/|父进程|n
zombie process|/ˈzɒmbi ˈprəʊses/|僵尸进程|n
orphan process|/ˈɔːfn ˈprəʊses/|孤儿进程|n
daemon|/ˈdiːmən/|守护进程|n
cron job|/krɒn dʒɒb/|定时任务|n
scheduled task|/ˈʃedjuːld tɑːsk/|计划任务|n
Windows service|/ˈwɪndəʊz ˈsɜːvɪs/|Windows服务|n
service account lock|/ˈsɜːvɪs əˈkaʊnt lɒk/|服务账号锁定|n
logon as service|/ˈlɒɡɒn æz ˈsɜːvɪs/|作为服务登录|n
interactive logon|/ˌɪntərˈæktɪv ˈlɒɡɒn/|交互登录|n
network logon|/ˈnetwɜːk ˈlɒɡɒn/|网络登录|n
cached logon|/kæʃt ˈlɒɡɒn/|缓存登录|n
smart-card logon|/smɑːt kɑːd ˈlɒɡɒn/|智能卡登录|n
failed logon|/feɪld ˈlɒɡɒn/|登录失败|n
lockout policy|/ˈlɒkaʊt ˈpɒləsi/|锁定策略|n
account disabled|/əˈkaʊnt dɪsˈeɪbld/|账号已禁用|n
account enabled|/əˈkaʊnt ɪˈneɪbld/|账号已启用|n
password expired|/ˈpɑːswɜːd ɪkˈspaɪəd/|密码已过期|n
must change password|/mʌst tʃeɪndʒ ˈpɑːswɜːd/|必须改密|phr|The account must change password at next logon.|下次登录必须改密。
password never expires|/ˈpɑːswɜːd ˈnevə ɪkˈspaɪəz/|密码永不过期|phr|Do not set password never expires on shared PCs.|共享电脑不要设密码永不过期。
complex password|/ˈkɒmpleks ˈpɑːswɜːd/|复杂密码|n
passphrase|/ˈpɑːsfreɪz/|密码短语|n
password manager|/ˈpɑːswɜːd ˈmænɪdʒə/|密码管理器|n
shared password|/ʃeəd ˈpɑːswɜːd/|共享密码|n
default password|/dɪˈfɔːlt ˈpɑːswɜːd/|默认密码|n
hard-coded password|/hɑːd kəʊdɪd ˈpɑːswɜːd/|写死的密码|n
secrets in code|/ˈsiːkrɪts ɪn kəʊd/|代码中的密钥|n
credential leak|/krəˈdenʃl liːk/|凭据泄露|n
keylogger|/ˈkiːlɒɡə/|键盘记录|n
screen capture|/skriːn ˈkæptʃə/|屏幕截取|n
clipboard|/ˈklɪpbɔːd/|剪贴板|n
USB drop|/ˌjuː es ˈbiː drɒp/|U盘投放|n
shadow IT|/ˈʃædəʊ aɪ ˈtiː/|影子信息化|n
unsanctioned app|/ʌnˈsæŋkʃənd æp/|未批准软件|n
software whitelist|/ˈsɒftweə ˈwaɪtlɪst/|软件白名单|n
software inventory|/ˈsɒftweə ˈɪnvəntri/|软件清单|n
license count|/ˈlaɪsns kaʊnt/|授权数量|n
license server|/ˈlaɪsns ˈsɜːvə/|授权服务器|n
license key|/ˈlaɪsns kiː/|授权密钥|n
trial license|/ˈtraɪəl ˈlaɪsns/|试用授权|n
perpetual license|/pəˈpetʃuəl ˈlaɪsns/|永久授权|n
subscription license|/səbˈskrɪpʃn ˈlaɪsns/|订阅授权|n
concurrent license|/kənˈkʌrənt ˈlaɪsns/|并发授权|n
named user|/neɪmd ˈjuːzə/|指定用户|n
floating license|/ˈfləʊtɪŋ ˈlaɪsns/|浮动授权|n
license compliance|/ˈlaɪsns kəmˈplaɪəns/|授权合规|n
true-up|/truː ʌp/|授权对账|n
software audit|/ˈsɒftweə ˈɔːdɪt/|软件审计|n
unlicensed install|/ʌnˈlaɪsnst ɪnˈstɔːl/|未授权安装|n
silent install|/ˈsaɪlənt ɪnˈstɔːl/|静默安装|n
push install|/pʊʃ ɪnˈstɔːl/|推送安装|n
uninstall|/ˌʌnɪnˈstɔːl/|卸载|v
repair install|/rɪˈpeə ɪnˈstɔːl/|修复安装|n
msi package|/ˌem es ˈaɪ ˈpækɪdʒ/|安装包|n
exe installer|/ˌiː eks ˈiː ɪnˈstɔːlə/|可执行安装程序|n
patch file|/pætʃ faɪl/|补丁文件|n
hotfix rollup|/ˈhɒtfɪks ˈrəʊlʌp/|累积热修复|n
cumulative update|/ˈkjuːmjələtɪv ˌʌpˈdeɪt/|累积更新|n
security bulletin|/sɪˈkjʊərəti ˈbʊlətɪn/|安全公告|n
KB number|/keɪ ˈbiː ˈnʌmbə/|知识库编号|n
reboot pending|/ˌriːˈbuːt ˈpendɪŋ/|等待重启|n
pending reboot|/ˈpendɪŋ ˌriːˈbuːt/|待重启|n
WUAgent|/ˈdʌbljuː juː ˈeɪdʒənt/|更新代理|n
WSUS|/ˈwɪsəs/|补丁分发服务器|acr
catalog file|/ˈkætəlɒɡ faɪl/|目录文件|n
offline patch|/ˈɒflaɪn pætʃ/|离线补丁|n
online update|/ˈɒnlaɪn ˌʌpˈdeɪt/|在线更新|n
metered network|/ˈmiːtəd ˈnetwɜːk/|按流量网络|n
delivery optimization|/dɪˈlɪvəri ˌɒptɪmaɪˈzeɪʃn/|分发优化|n
peer cache|/pɪə kæʃ/|对等缓存|n
branch cache|/brɑːntʃ kæʃ/|分支缓存|n
content server|/ˈkɒntent ˈsɜːvə/|内容服务器|n
distribution point|/ˌdɪstrɪˈbjuːʃn pɔɪnt/|分发点|n
management point|/ˈmænɪdʒmənt pɔɪnt/|管理点|n
client agent|/ˈklaɪənt ˈeɪdʒənt/|客户端代理|n
heartbeat interval|/ˈhɑːtbiːt ˈɪntəvl/|心跳间隔|n
policy refresh|/ˈpɒləsi rɪˈfreʃ/|策略刷新|n
gpupdate|/ˈdʒiːpiːˌʌpdeɪt/|刷新组策略|v
rsop|/ˌɑːr es əʊ ˈpiː/|策略结果集|acr
event forwarding|/ɪˈvent ˈfɔːwədɪŋ/|事件转发|n
WEF|/wef/|Windows事件转发|acr
collector|/kəˈlektə/|事件收集器|n
subscription|/səbˈskrɪpʃn/|订阅|n
query filter|/ˈkwɪəri ˈfɪltə/|查询过滤|n
xpath|/ˈekspæθ/|路径查询|n
event ID|/ɪˈvent aɪ ˈdiː/|事件编号|n
logon type|/ˈlɒɡɒn taɪp/|登录类型|n
privileged logon|/ˈprɪvəlɪdʒd ˈlɒɡɒn/|特权登录|n
explicit creds|/ɪkˈsplɪsɪt kredz/|显式凭据|n
pass-the-hash|/pɑːs ðə hæʃ/|哈希传递|n
kerberoasting|/ˈkɜːbərəʊstɪŋ/|票据攻击手法|n
lateral movement|/ˈlætərəl ˈmuːvmənt/|横向移动|n
living off the land|/ˈlɪvɪŋ ɒf ðə lænd/|利用系统自带工具|n
IOC|/ˌaɪ əʊ ˈsiː/|失陷指标|acr
IOA|/ˌaɪ əʊ ˈeɪ/|攻击行为指标|acr
threat intel|/θret ˈɪntel/|威胁情报|n
indicator|/ˈɪndɪkeɪtə/|威胁指标|n
hash reputation|/hæʃ ˌrepjuˈteɪʃn/|哈希信誉|n
file hash|/faɪl hæʃ/|文件哈希|n
SHA-256|/ʃɑː tuː ˈfɪfti sɪks/|哈希算法|acr
MD5|/ˌem diː ˈfaɪv/|旧哈希算法|acr
quarantine|/ˈkwɒrəntiːn/|隔离|v
allow exception|/əˈlaʊ ɪkˈsepʃn/|放行例外|n
block hash|/blɒk hæʃ/|按哈希拦截|n
block path|/blɒk pɑːθ/|按路径拦截|n
block publisher|/blɒk ˈpʌblɪʃə/|按发布者拦截|n
code signing|/kəʊd ˈsaɪnɪŋ/|代码签名|n
unsigned binary|/ʌnˈsaɪnd ˈbaɪnəri/|未签名程序|n
trusted publisher|/ˈtrʌstɪd ˈpʌblɪʃə/|受信任发布者|n
SmartScreen|/ˈsmɑːtskriːn/|智能筛选|n
Defender|/dɪˈfendə/|系统防护|n
ASR|/ˌeɪ es ˈɑː/|攻击面减少|acr
exploit protection|/ˈeksplɔɪt prəˈtekʃn/|漏洞利用防护|n
DEP|/dep/|数据执行保护|acr
ASLR|/ˌeɪ es el ˈɑː/|地址随机化|acr
Control Flow Guard|/kənˈtrəʊl fləʊ ɡɑːd/|控制流防护|n
WDAC|/ˈdʌbljuː dæk/|应用控制|acr
AppLocker|/ˈæplɒkə/|应用锁|n
Software Restriction|/ˈsɒftweə rɪˈstrɪkʃn/|软件限制策略|n
Device Guard|/dɪˈvaɪs ɡɑːd/|设备防护|n
Credential Guard|/krəˈdenʃl ɡɑːd/|凭据防护|n
LSA protection|/ˌel es ˈeɪ prəˈtekʃn/|认证进程保护|n
secure boot|/sɪˈkjʊə buːt/|安全启动|n
measured boot|/ˈmeʒəd buːt/|度量启动|n
TPM|/ˌtiː piː ˈem/|可信平台模块|acr
PCR|/ˌpiː siː ˈɑː/|平台配置寄存器|acr
BitLocker recovery|/ˈbɪtlɒkə rɪˈkʌvəri/|磁盘恢复密钥|n
recovery key|/rɪˈkʌvəri kiː/|恢复密钥|n
TPM owner|/ˌtiː piː ˈem ˈəʊnə/|可信模块属主|n
escrow|/ˈeskrəʊ/|密钥托管|n
MBAM|/ˈembæm/|磁盘加密管理|acr
disk unlock|/dɪsk ʌnˈlɒk/|磁盘解锁|n
pre-boot|/priː buːt/|开机前验证|n
BitLocker PIN|/ˈbɪtlɒkə pɪn/|磁盘开机密码|n
startup key|/ˈstɑːtʌp kiː/|启动密钥|n
USB key|/ˌjuː es ˈbiː kiː/|U盘密钥|n
network unlock|/ˈnetwɜːk ʌnˈlɒk/|网络解锁|n
protector|/prəˈtektə/|保护器|n
numerical password|/njuːˈmerɪkl ˈpɑːswɜːd/|数字恢复密码|n
FIPS|/fɪps/|联邦加密标准|acr
HSM|/ˌeɪtʃ es ˈem/|硬件安全模块|acr
KMS|/ˌkeɪ em ˈes/|密钥管理服务|acr
CMK|/ˌsiː em ˈkeɪ/|客户主密钥|acr
envelope encryption|/ˈenvələʊp ɪnˈkrɪpʃn/|信封加密|n
data key|/ˈdeɪtə kiː/|数据密钥|n
key alias|/kiː ˈeɪliəs/|密钥别名|n
key policy|/kiː ˈpɒləsi/|密钥策略|n
key deletion|/kiː dɪˈliːʃn/|密钥删除|n
key disable|/kiː dɪsˈeɪbl/|密钥停用|n
key enable|/kiː ɪˈneɪbl/|密钥启用|n
cryptographic erase|/ˌkrɪptəˈɡræfɪk ɪˈreɪz/|加密擦除|n
secure wipe|/sɪˈkjʊə waɪp/|安全擦除|n
disk wipe|/dɪsk waɪp/|磁盘擦除|n
degauss|/diːˈɡaʊs/|消磁|v
physical destruction|/ˈfɪzɪkl dɪˈstrʌkʃn/|物理销毁|n
media sanitization|/ˈmiːdiə ˌsænɪtaɪˈzeɪʃn/|介质净化|n
NIST wipe|/nɪst waɪp/|标准擦除|n
DoD wipe|/ˌdiː əʊ ˈdiː waɪp/|国防部擦除|n
spare disk|/speə dɪsk/|备用磁盘|n
hot spare|/hɒt speə/|热备盘|n
cold spare|/kəʊld speə/|冷备盘|n
rebuild time|/ˌriːˈbɪld taɪm/|重建时间|n
degraded array|/dɪˈɡreɪdɪd əˈreɪ/|降级阵列|n
failed disk|/feɪld dɪsk/|故障磁盘|n
predictive failure|/prɪˈdɪktɪv ˈfeɪljə/|预警故障|n
SMART|/smɑːt/|磁盘健康监测|acr
bad sector|/bæd ˈsektə/|坏扇区|n
uncorrectable error|/ˌʌnkəˈrektəbl ˈerə/|不可纠正错误|n
reallocated sector|/ˌriːˈæləkeɪtɪd ˈsektə/|重映射扇区|n
spin-up|/spɪn ʌp/|磁盘启动|n
head crash|/hed kræʃ/|磁头损坏|n
SSD|/ˌes es ˈdiː/|固态硬盘|acr
HDD|/ˌeɪtʃ diː ˈdiː/|机械硬盘|acr
NVMe|/ˌen viː em ˈiː/|高速固态接口|acr
SATA|/ˈsɑːtə/|串口硬盘接口|acr
SAS|/sæs/|服务器硬盘接口|acr
M.2|/em tɔɪnt tuː/|板载固态接口|n
hot swap|/hɒt swɒp/|热插拔|n
caddy|/ˈkædi/|硬盘托架|n
backplane|/ˈbækpleɪn/|硬盘背板|n
RAID controller|/reɪd kənˈtrəʊlə/|阵列卡|n
battery backup unit|/ˈbætri ˈbækʌp ˈjuːnɪt/|阵列电池|n
write cache|/raɪt kæʃ/|写缓存|n
read cache|/riːd kæʃ/|读缓存|n
cache battery|/kæʃ ˈbætri/|缓存电池|n
write-through|/raɪt θruː/|直写|n
write-back|/raɪt bæk/|回写|n
stripe|/straɪp/|条带|n
mirror|/ˈmɪrə/|镜像盘|n
parity|/ˈpærəti/|校验|n
RAID 1|/reɪd wʌn/|镜像阵列|n
RAID 5|/reɪd faɪv/|校验阵列|n
RAID 6|/reɪd sɪks/|双校验阵列|n
RAID 10|/reɪd ten/|镜像条带|n
JBOD|/ˈdʒeɪbɒd/|简单磁盘组合|acr
thin provision|/θɪn prəˈvɪʒn/|精简配置|n
